2018-07-31 00:18:50 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:46:24 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=084525de65e75ad0dcaaf57d86e78ea3f207d7ab155d0efcb66f4865babc9c3b33a2c056fb343f33c3b4c&expires_in=0&user_id=499375064&state=123456
2018-07-31 00:46:24 | INFO  | Controller.java:191 | try validate token: 084525de65e75ad0dcaaf57d86e78ea3f207d7ab155d0efcb66f4865babc9c3b33a2c056fb343f33c3b4c and userId: 499375064
2018-07-31 00:46:24 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		53
2018-07-31 00:46:24 | INFO  | Controller.java:196 | token fine
2018-07-31 00:47:01 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 00:51:30 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:51:30 | INFO  | Controller.java:88 | File: C:\Users\mkach_000\vanish\property.properties not exists
2018-07-31 00:51:30 | INFO  | Controller.java:232 | set on close operation
2018-07-31 00:52:01 | INFO  | Controller.java:136 | Start button click
2018-07-31 00:52:01 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 00:52:01 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		150
2018-07-31 00:52:01 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 00:52:01 | INFO  | Controller.java:182 | try get token from string: 
2018-07-31 00:52:01 | INFO  | Controller.java:246 | add error alert with text: No valid token
2018-07-31 00:52:17 | INFO  | Controller.java:115 | try save properties to file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:52:17 | INFO  | Controller.java:119 | File: C:\Users\mkach_000\vanish\property.propertiesnot exists, try create file
2018-07-31 00:52:17 | INFO  | Controller.java:124 | start save properties
2018-07-31 00:52:17 | INFO  | Controller.java:127 | property saved
2018-07-31 00:52:20 | INFO  | Controller.java:136 | Start button click
2018-07-31 00:52:20 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 00:52:20 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		31
2018-07-31 00:52:20 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 00:52:20 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 00:52:20 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 00:52:20 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		49
2018-07-31 00:52:20 | INFO  | Controller.java:196 | token fine
2018-07-31 00:52:20 | INFO  | CleanManager.java:34 | Cleaning is starting
2018-07-31 00:52:20 | INFO  | CleanManager.java:36 | Cleaning the wall
2018-07-31 00:54:33 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:54:33 | INFO  | Controller.java:232 | set on close operation
2018-07-31 00:54:38 | INFO  | Controller.java:136 | Start button click
2018-07-31 00:54:38 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 00:54:38 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		147
2018-07-31 00:54:38 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 00:54:38 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 00:54:38 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 00:54:38 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		46
2018-07-31 00:54:38 | INFO  | Controller.java:196 | token fine
2018-07-31 00:54:38 | INFO  | CleanManager.java:34 | Cleaning is starting
2018-07-31 00:54:38 | INFO  | CleanManager.java:36 | Cleaning the wall
2018-07-31 00:54:49 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 00:56:22 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 00:56:22 | INFO  | Controller.java:232 | set on close operation
2018-07-31 00:56:27 | INFO  | Controller.java:136 | Start button click
2018-07-31 00:56:27 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 00:56:27 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		147
2018-07-31 00:56:27 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 00:56:27 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 00:56:27 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 00:56:27 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		66
2018-07-31 00:56:27 | INFO  | Controller.java:196 | token fine
2018-07-31 00:56:27 | INFO  | CleanManager.java:34 | Cleaning is starting
2018-07-31 00:56:27 | INFO  | CleanManager.java:36 | Cleaning the wall
2018-07-31 00:56:33 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 09:02:25 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 09:02:25 | INFO  | Controller.java:232 | set on close operation
2018-07-31 09:02:30 | INFO  | Controller.java:136 | Start button click
2018-07-31 09:02:30 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 09:02:31 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		234
2018-07-31 09:02:31 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 09:02:31 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 09:02:31 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 09:02:31 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		45
2018-07-31 09:02:31 | INFO  | Controller.java:196 | token fine
2018-07-31 09:02:31 | INFO  | CleanManager.java:34 | Cleaning is starting
2018-07-31 09:02:31 | INFO  | CleanManager.java:36 | Cleaning the wall
2018-07-31 09:03:17 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 11:38:47 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:38:47 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:38:50 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:38:50 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:38:51 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		392
2018-07-31 11:38:51 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:38:51 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:38:51 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:38:51 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		103
2018-07-31 11:38:51 | INFO  | Controller.java:196 | token fine
2018-07-31 11:38:51 | INFO  | CleanManager.java:39 | Cleaning is starting
2018-07-31 11:38:51 | INFO  | CleanManager.java:41 | Cleaning the wall
2018-07-31 11:38:51 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		56
2018-07-31 11:39:02 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 11:41:10 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:41:10 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:41:14 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:41:14 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:41:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		150
2018-07-31 11:41:14 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:41:14 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:41:14 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:41:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		46
2018-07-31 11:41:14 | INFO  | Controller.java:196 | token fine
2018-07-31 11:41:14 | INFO  | CleanManager.java:39 | Cleaning is starting
2018-07-31 11:41:14 | INFO  | CleanManager.java:41 | Cleaning the wall
2018-07-31 11:41:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		37
2018-07-31 11:41:29 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 11:45:08 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:45:08 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:45:14 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:45:14 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:45:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		150
2018-07-31 11:45:14 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:45:14 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:45:14 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:45:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		50
2018-07-31 11:45:14 | INFO  | Controller.java:196 | token fine
2018-07-31 11:45:14 | INFO  | CleanManager.java:39 | Cleaning is starting
2018-07-31 11:45:14 | INFO  | CleanManager.java:41 | Cleaning the wall
2018-07-31 11:45:14 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		109
2018-07-31 11:45:39 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 11:49:41 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:49:41 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:49:48 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:49:48 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:49:49 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		206
2018-07-31 11:49:49 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:49:49 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:49:49 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:49:49 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		44
2018-07-31 11:49:49 | INFO  | Controller.java:196 | token fine
2018-07-31 11:49:49 | INFO  | CleanManager.java:41 | Cleaning is starting
2018-07-31 11:49:49 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/photos.get		22
2018-07-31 11:49:49 | ERROR | ApiRequest.java:93 | API error
com.vk.api.sdk.exceptions.ApiParamException: One of the parameters specified was missing or invalid (100): One of the parameters specified was missing or invalid: album_id is invalid
	at com.vk.api.sdk.exceptions.ExceptionMapper.parseException(ExceptionMapper.java:103) ~[sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.executeWithoutRetry(ApiRequest.java:91) [sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.execute(ApiRequest.java:66) [sdk-0.5.6.jar:?]
	at ru.vanishBot.CleanManager.run(CleanManager.java:57) [classes/:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_144]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [?:1.8.0_144]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_144]
2018-07-31 11:50:05 | INFO  | Controller.java:174 | click stop button. Try canceled task
2018-07-31 11:50:56 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:50:56 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:50:59 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:50:59 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:51:00 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		148
2018-07-31 11:51:00 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:51:00 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:51:00 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:51:00 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		40
2018-07-31 11:51:00 | INFO  | Controller.java:196 | token fine
2018-07-31 11:51:00 | INFO  | CleanManager.java:41 | Cleaning is starting
2018-07-31 11:51:00 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/photos.get		22
2018-07-31 11:51:00 | ERROR | ApiRequest.java:93 | API error
com.vk.api.sdk.exceptions.ApiParamException: One of the parameters specified was missing or invalid (100): One of the parameters specified was missing or invalid: album_id is invalid
	at com.vk.api.sdk.exceptions.ExceptionMapper.parseException(ExceptionMapper.java:103) ~[sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.executeWithoutRetry(ApiRequest.java:91) [sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.execute(ApiRequest.java:66) [sdk-0.5.6.jar:?]
	at ru.vanishBot.CleanManager.run(CleanManager.java:57) [classes/:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_144]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [?:1.8.0_144]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_144]
2018-07-31 11:51:47 | INFO  | Controller.java:68 | try initialize start properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:73 | load vkId properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:76 | load token properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:79 | load idApp properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:82 | load serviceKey properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:85 | load all properties from file: C:\Users\mkach_000\vanish\property.properties
2018-07-31 11:51:47 | INFO  | Controller.java:232 | set on close operation
2018-07-31 11:51:51 | INFO  | Controller.java:136 | Start button click
2018-07-31 11:51:51 | INFO  | Controller.java:210 | try parse userId from: https://vk.com/id499375064 with service token = 64a09f1364a09f1364a09f13a364c5f024664a064a09f133fff1fb4d3263999135c20bf
2018-07-31 11:51:51 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/users.get		156
2018-07-31 11:51:51 | INFO  | Controller.java:220 | get userId = 499375064
2018-07-31 11:51:51 | INFO  | Controller.java:182 | try get token from string: https://oauth.vk.com/blank.html#access_token=3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30&expires_in=0&user_id=499375064&state=123456
2018-07-31 11:51:51 | INFO  | Controller.java:191 | try validate token: 3c5ae023597cd39ae02ab3dc6b2727f5415b5b9a98cc96b288e657dd3324e10f82235c9c75731402bdd30 and userId: 499375064
2018-07-31 11:51:51 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		48
2018-07-31 11:51:51 | INFO  | Controller.java:196 | token fine
2018-07-31 11:51:51 | INFO  | CleanManager.java:41 | Cleaning is starting
2018-07-31 11:51:51 | INFO  | CleanManager.java:43 | Cleaning the wall
2018-07-31 11:51:52 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/wall.get		59
2018-07-31 11:51:52 | INFO  | HttpTransportClient.java:171 | Request: https://api.vk.com/method/photos.get		33
2018-07-31 11:51:52 | ERROR | ApiRequest.java:93 | API error
com.vk.api.sdk.exceptions.ApiParamException: One of the parameters specified was missing or invalid (100): One of the parameters specified was missing or invalid: album_id is invalid
	at com.vk.api.sdk.exceptions.ExceptionMapper.parseException(ExceptionMapper.java:103) ~[sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.executeWithoutRetry(ApiRequest.java:91) [sdk-0.5.6.jar:?]
	at com.vk.api.sdk.client.ApiRequest.execute(ApiRequest.java:66) [sdk-0.5.6.jar:?]
	at ru.vanishBot.CleanManager.run(CleanManager.java:57) [classes/:?]
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_144]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [?:1.8.0_144]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [?:1.8.0_144]
	at java.lang.Thread.run(Thread.java:748) [?:1.8.0_144]
2018-07-31 11:52:01 | INFO  | Controller.java:174 | click stop button. Try canceled task
